year,municipality_id,municipality_name,vote_percentage,party_id,party_name,party_name_short
2006,4105,Mariánské Lázně,10.06,47,Komunistická strana Čech a Moravy,KSČM
2006,4105,Mariánské Lázně,0.09,338,Koalice pro Českou republiku,Koal_ČR
2006,4105,Mariánské Lázně,0.26,152,Národní strana,NS
2006,4105,Mariánské Lázně,4.66,1,Křesťan.a demokrat.unie-Českosl.strana lidová,KDU-ČSL
2006,4105,Mariánské Lázně,0.64,172,NEZÁVISLÍ DEMOKRATÉ (předseda V.Železný),NEZ/DEM
2006,4105,Mariánské Lázně,0.23,171,STRANA ROVNOST ŠANCÍ,SRŠ
2006,2101,Benešov,0.53,137,Strana zdravého rozumu,SZR
2006,2101,Benešov,0.25,140,Balbínova poetická strana,BPS
2006,2101,Benešov,0.17,79,"Právo a Spravedlnost-ANO rodině,NE korupci a krim.",PaS
2006,2101,Benešov,0.37,88,NEZÁVISLÍ,NEZ
2006,2101,Benešov,0.01,77,Česká pravice,ČP
2006,2101,Benešov,0.19,55,"Koruna Česká (monar.strana Čech, Moravy a Slezska)",KČ
2006,2101,Benešov,38.19,53,Občanská demokratická strana,ODS
2006,2101,Benešov,33.86,7,Česká strana sociálně demokratická,ČSSD
2006,2101,Benešov,2.07,129,SNK Evropští demokraté,SNK ED
2006,2101,Benešov,0.59,102,Unie svobody - Demokratická unie,US-DEU
2006,2101,Benešov,0.31,98,"Pravý Blok-str.za ODVOLATELNOST politiků,REFERENDA",PB
2006,2101,Benešov,0.04,178,4 VIZE-www.4vize.cz,4 VIZE
2006,2101,Benešov,6.14,5,Strana zelených,SZ
2006,2101,Benešov,10.29,47,Komunistická strana Čech a Moravy,KSČM
2006,2101,Benešov,0.07,338,Koalice pro Českou republiku,Koal_ČR
2006,2101,Benešov,0.12,152,Národní strana,NS
2006,2101,Benešov,5.84,1,Křesťan.a demokrat.unie-Českosl.strana lidová,KDU-ČSL
2006,2101,Benešov,0.74,172,NEZÁVISLÍ DEMOKRATÉ (předseda V.Železný),NEZ/DEM
2006,2101,Benešov,0.13,171,STRANA ROVNOST ŠANCÍ,SRŠ
2006,2125,Vlašim,0.54,137,Strana zdravého rozumu,SZR
2006,2125,Vlašim,0.22,140,Balbínova poetická strana,BPS
2006,2125,Vlašim,0.14,79,"Právo a Spravedlnost-ANO rodině,NE korupci a krim.",PaS
2006,2125,Vlašim,0.35,88,NEZÁVISLÍ,NEZ
2006,2125,Vlašim,0.08,55,"Koruna Česká (monar.strana Čech, Moravy a Slezska)",KČ
2006,2125,Vlašim,31.21,53,Občanská demokratická strana,ODS
2006,2125,Vlašim,39.3,7,Česká strana sociálně demokratická,ČSSD
2006,2125,Vlašim,1.69,129,SNK Evropští demokraté,SNK ED
2006,2125,Vlašim,0.29,102,Unie svobody - Demokratická unie,US-DEU
2006,2125,Vlašim,0.37,98,"Pravý Blok-str.za ODVOLATELNOST politiků,REFERENDA",PB
2006,2125,Vlašim,0.03,178,4 VIZE-www.4vize.cz,4 VIZE
2006,2125,Vlašim,4.01,5,Strana zelených,SZ
2006,2125,Vlašim,12.89,47,Komunistická strana Čech a Moravy,KSČM
2006,2125,Vlašim,0.17,338,Koalice pro Českou republiku,Koal_ČR
2006,2125,Vlašim,0.25,152,Národní strana,NS
2006,2125,Vlašim,7.44,1,Křesťan.a demokrat.unie-Českosl.strana lidová,KDU-ČSL
2006,2125,Vlašim,0.77,172,NEZÁVISLÍ DEMOKRATÉ (předseda V.Železný),NEZ/DEM
2006,2125,Vlašim,0.17,171,STRANA ROVNOST ŠANCÍ,SRŠ
2006,2126,Votice,0.44,137,Strana zdravého rozumu,SZR
2006,2126,Votice,0.36,140,Balbínova poetická strana,BPS
2006,2126,Votice,0.2,79,"Právo a Spravedlnost-ANO rodině,NE korupci a krim.",PaS
2006,2126,Votice,0.61,88,NEZÁVISLÍ,NEZ
2006,2126,Votice,0.04,77,Česká pravice,ČP
2006,2126,Votice,0.16,55,"Koruna Česká (monar.strana Čech, Moravy a Slezska)",KČ
2006,2126,Votice,31.49,53,Občanská demokratická strana,ODS
2006,2126,Votice,36.63,7,Česká strana sociálně demokratická,ČSSD
2006,2126,Votice,2.32,129,SNK Evropští demokraté,SNK ED
2006,2126,Votice,0.24,102,Unie svobody - Demokratická unie,US-DEU
2006,2126,Votice,0.16,98,"Pravý Blok-str.za ODVOLATELNOST politiků,REFERENDA",PB
2006,2126,Votice,0.16,178,4 VIZE-www.4vize.cz,4 VIZE
2006,2126,Votice,5.79,5,Strana zelených,SZ
2006,2126,Votice,12.19,47,Komunistická strana Čech a Moravy,KSČM
2006,2126,Votice,0.16,338,Koalice pro Českou republiku,Koal_ČR
2006,2126,Votice,0.12,152,Národní strana,NS
2006,2126,Votice,8.11,1,Křesťan.a demokrat.unie-Českosl.strana lidová,KDU-ČSL
2006,2126,Votice,0.57,172,NEZÁVISLÍ DEMOKRATÉ (předseda V.Železný),NEZ/DEM
2006,2126,Votice,0.16,171,STRANA ROVNOST ŠANCÍ,SRŠ
2006,2102,Beroun,0.68,137,Strana zdravého rozumu,SZR
2006,2102,Beroun,0.2,140,Balbínova poetická strana,BPS
2006,2102,Beroun,0.29,79,"Právo a Spravedlnost-ANO rodině,NE korupci a krim.",PaS
2006,2102,Beroun,0.39,88,NEZÁVISLÍ,NEZ
2006,2102,Beroun,0.04,77,Česká pravice,ČP
2006,2102,Beroun,0.15,55,"Koruna Česká (monar.strana Čech, Moravy a Slezska)",KČ
2006,2102,Beroun,43.32,53,Občanská demokratická strana,ODS
2006,2102,Beroun,29.27,7,Česká strana sociálně demokratická,ČSSD
2006,2102,Beroun,1.57,129,SNK Evropští demokraté,SNK ED
2006,2102,Beroun,0.25,102,Unie svobody - Demokratická unie,US-DEU
2006,2102,Beroun,0.46,98,"Pravý Blok-str.za ODVOLATELNOST politiků,REFERENDA",PB
2006,2102,Beroun,0.07,178,4 VIZE-www.4vize.cz,4 VIZE
2006,2102,Beroun,5.88,5,Strana zelených,SZ
2006,2102,Beroun,11.8,47,Komunistická strana Čech a Moravy,KSČM
2006,2102,Beroun,0.13,338,Koalice pro Českou republiku,Koal_ČR
2006,2102,Beroun,0.32,152,Národní strana,NS
2006,2102,Beroun,4.03,1,Křesťan.a demokrat.unie-Českosl.strana lidová,KDU-ČSL
2006,2102,Beroun,0.76,172,NEZÁVISLÍ DEMOKRATÉ (předseda V.Železný),NEZ/DEM
2006,2102,Beroun,0.3,171,STRANA ROVNOST ŠANCÍ,SRŠ
2006,2108,Hořovice,0.32,137,Strana zdravého rozumu,SZR
2006,2108,Hořovice,0.17,140,Balbínova poetická strana,BPS
2006,2108,Hořovice,0.38,79,"Právo a Spravedlnost-ANO rodině,NE korupci a krim.",PaS
2006,2108,Hořovice,0.26,88,NEZÁVISLÍ,NEZ
2006,2108,Hořovice,0.17,55,"Koruna Česká (monar.strana Čech, Moravy a Slezska)",KČ
2006,2108,Hořovice,37.88,53,Občanská demokratická strana,ODS
2006,2108,Hořovice,33.1,7,Česká strana sociálně demokratická,ČSSD
2006,2108,Hořovice,1.87,129,SNK Evropští demokraté,SNK ED
2006,2108,Hořovice,0.35,102,Unie svobody - Demokratická unie,US-DEU
2006,2108,Hořovice,0.35,98,"Pravý Blok-str.za ODVOLATELNOST politiků,REFERENDA",PB
2006,2108,Hořovice,6.23,5,Strana zelených,SZ
2006,2108,Hořovice,12.88,47,Komunistická strana Čech a Moravy,KSČM
2006,2108,Hořovice,0.05,338,Koalice pro Českou republiku,Koal_ČR
2006,2108,Hořovice,0.23,152,Národní strana,NS
2006,2108,Hořovice,4.74,1,Křesťan.a demokrat.unie-Českosl.strana lidová,KDU-ČSL
2006,2108,Hořovice,0.64,172,NEZÁVISLÍ DEMOKRATÉ (předseda V.Železný),NEZ/DEM
2006,2108,Hořovice,0.32,171,STRANA ROVNOST ŠANCÍ,SRŠ
2006,4213,Teplice,0.37,137,Strana zdravého rozumu,SZR
2006,4213,Teplice,0.09,123,České hnutí za národní jednotu,ČHNJ
2006,4213,Teplice,0.23,140,Balbínova poetická strana,BPS
2006,4213,Teplice,0.19,79,"Právo a Spravedlnost-ANO rodině,NE korupci a krim.",PaS
2006,4213,Teplice,0.77,88,NEZÁVISLÍ,NEZ
2006,4213,Teplice,0.01,77,Česká pravice,ČP
2006,4213,Teplice,0.14,55,"Koruna Česká (monar.strana Čech, Moravy a Slezska)",KČ
2006,4213,Teplice,40.43,53,Občanská demokratická strana,ODS
2006,4213,Teplice,33.91,7,Česká strana sociálně demokratická,ČSSD
2006,4213,Teplice,1.16,129,SNK Evropští demokraté,SNK ED
2006,4213,Teplice,0.26,102,Unie svobody - Demokratická unie,US-DEU
2006,4213,Teplice,0.35,98,"Pravý Blok-str.za ODVOLATELNOST politiků,REFERENDA",PB
2006,4213,Teplice,0.04,178,4 VIZE-www.4vize.cz,4 VIZE
2006,4213,Teplice,6.86,5,Strana zelených,SZ
2006,4213,Teplice,11.78,47,Komunistická strana Čech a Moravy,KSČM
2006,4213,Teplice,0.07,338,Koalice pro Českou republiku,Koal_ČR
2006,4213,Teplice,0.23,152,Národní strana,NS
2006,4213,Teplice,2.18,1,Křesťan.a demokrat.unie-Českosl.strana lidová,KDU-ČSL
2006,4213,Teplice,0.72,172,NEZÁVISLÍ DEMOKRATÉ (předseda V.Železný),NEZ/DEM
2006,4213,Teplice,0.11,171,STRANA ROVNOST ŠANCÍ,SRŠ
2006,4201,Bílina,0.64,137,Strana zdravého rozumu,SZR
2006,4201,Bílina,0.12,123,České hnutí za národní jednotu,ČHNJ
2006,4201,Bílina,0.08,140,Balbínova poetická strana,BPS
2006,4201,Bílina,0.53,79,"Právo a Spravedlnost-ANO rodině,NE korupci a krim.",PaS
2006,4201,Bílina,0.69,88,NEZÁVISLÍ,NEZ
2006,4201,Bílina,0.03,77,Česká pravice,ČP
2006,4201,Bílina,0.08,55,"Koruna Česká (monar.strana Čech, Moravy a Slezska)",KČ
2006,4201,Bílina,30.12,53,Občanská demokratická strana,ODS
2006,4201,Bílina,40.3,7,Česká strana sociálně demokratická,ČSSD
2006,4201,Bílina,1.4,129,SNK Evropští demokraté,SNK ED
2006,4201,Bílina,0.29,102,Unie svobody - Demokratická unie,US-DEU
2006,4201,Bílina,0.46,98,"Pravý Blok-str.za ODVOLATELNOST politiků,REFERENDA",PB
2006,4201,Bílina,0.03,178,4 VIZE-www.4vize.cz,4 VIZE
2006,4201,Bílina,4.78,5,Strana zelených,SZ
2006,4201,Bílina,18.02,47,Komunistická strana Čech a Moravy,KSČM
2006,4201,Bílina,0.08,338,Koalice pro Českou republiku,Koal_ČR
2006,4201,Bílina,0.32,152,Národní strana,NS
2006,4201,Bílina,1.06,1,Křesťan.a demokrat.unie-Českosl.strana lidová,KDU-ČSL
2006,4201,Bílina,0.72,172,NEZÁVISLÍ DEMOKRATÉ (předseda V.Železný),NEZ/DEM
2006,4201,Bílina,0.16,171,STRANA ROVNOST ŠANCÍ,SRŠ
2006,8115,Nový Jičín,0.42,137,Strana zdravého rozumu,SZR
2006,8115,Nový Jičín,0.04,140,Balbínova poetická strana,BPS
2006,8115,Nový Jičín,0.2,79,"Právo a Spravedlnost-ANO rodině,NE korupci a krim.",PaS
2006,8115,Nový Jičín,0.41,88,NEZÁVISLÍ,NEZ
2006,8115,Nový Jičín,0.03,55,"Koruna Česká (monar.strana Čech, Moravy a Slezska)",KČ
2006,8115,Nový Jičín,34.14,53,Občanská demokratická strana,ODS
2006,8115,Nový Jičín,34.32,7,Česká strana sociálně demokratická,ČSSD
2006,8115,Nový Jičín,2.45,129,SNK Evropští demokraté,SNK ED
2006,8115,Nový Jičín,0.15,102,Unie svobody - Demokratická unie,US-DEU
2006,8115,Nový Jičín,0.13,151,Helax-Ostrava se baví,HOB
2006,8115,Nový Jičín,0.29,98,"Pravý Blok-str.za ODVOLATELNOST politiků,REFERENDA",PB
2006,8115,Nový Jičín,0.01,178,4 VIZE-www.4vize.cz,4 VIZE
2006,8115,Nový Jičín,0.26,83,Moravané,M
2006,8115,Nový Jičín,6.99,5,Strana zelených,SZ
2006,8115,Nový Jičín,11.73,47,Komunistická strana Čech a Moravy,KSČM
2006,8115,Nový Jičín,0.11,338,Koalice pro Českou republiku,Koal_ČR
2006,8115,Nový Jičín,0.11,152,Národní strana,NS
2006,8115,Nový Jičín,7.22,1,Křesťan.a demokrat.unie-Českosl.strana lidová,KDU-ČSL
2006,8115,Nový Jičín,0.81,172,NEZÁVISLÍ DEMOKRATÉ (předseda V.Železný),NEZ/DEM
2006,8115,Nový Jičín,0.11,171,STRANA ROVNOST ŠANCÍ,SRŠ
2006,8101,Bílovec,0.38,137,Strana zdravého rozumu,SZR
2006,8101,Bílovec,0.07,140,Balbínova poetická strana,BPS
2006,8101,Bílovec,0.28,79,"Právo a Spravedlnost-ANO rodině,NE korupci a krim.",PaS
2006,8101,Bílovec,0.59,88,NEZÁVISLÍ,NEZ
2006,8101,Bílovec,0.02,77,Česká pravice,ČP
2006,8101,Bílovec,0.05,55,"Koruna Česká (monar.strana Čech, Moravy a Slezska)",KČ
2006,8101,Bílovec,28.88,53,Občanská demokratická strana,ODS
2006,8101,Bílovec,36.58,7,Česká strana sociálně demokratická,ČSSD
2006,8101,Bílovec,3.7,129,SNK Evropští demokraté,SNK ED
2006,8101,Bílovec,0.18,102,Unie svobody - Demokratická unie,US-DEU
2006,8101,Bílovec,0.33,151,Helax-Ostrava se baví,HOB
2006,8101,Bílovec,0.2,98,"Pravý Blok-str.za ODVOLATELNOST politiků,REFERENDA",PB
2006,8101,Bílovec,0.12,178,4 VIZE-www.4vize.cz,4 VIZE
2006,8101,Bílovec,0.25,83,Moravané,M
2006,8101,Bílovec,4.66,5,Strana zelených,SZ
2006,8101,Bílovec,16.1,47,Komunistická strana Čech a Moravy,KSČM
2006,8101,Bílovec,0.18,152,Národní strana,NS
2006,8101,Bílovec,6.79,1,Křesťan.a demokrat.unie-Českosl.strana lidová,KDU-ČSL
2006,8101,Bílovec,0.49,172,NEZÁVISLÍ DEMOKRATÉ (předseda V.Železný),NEZ/DEM
2006,8101,Bílovec,0.05,171,STRANA ROVNOST ŠANCÍ,SRŠ
2006,8105,Frenštát pod Radhoštěm,0.45,137,Strana zdravého rozumu,SZR
2006,8105,Frenštát pod Radhoštěm,0.09,79,"Právo a Spravedlnost-ANO rodině,NE korupci a krim.",PaS
2006,8105,Frenštát pod Radhoštěm,0.63,88,NEZÁVISLÍ,NEZ
2006,8105,Frenštát pod Radhoštěm,0.09,55,"Koruna Česká (monar.strana Čech, Moravy a Slezska)",KČ
2006,8105,Frenštát pod Radhoštěm,36.75,53,Občanská demokratická strana,ODS
2006,8105,Frenštát pod Radhoštěm,32.63,7,Česká strana sociálně demokratická,ČSSD
2006,8105,Frenštát pod Radhoštěm,3.19,129,SNK Evropští demokraté,SNK ED
2006,8105,Frenštát pod Radhoštěm,0.39,102,Unie svobody - Demokratická unie,US-DEU
2006,8105,Frenštát pod Radhoštěm,0.1,151,Helax-Ostrava se baví,HOB
2006,8105,Frenštát pod Radhoštěm,0.36,98,"Pravý Blok-str.za ODVOLATELNOST politiků,REFERENDA",PB
2006,8105,Frenštát pod Radhoštěm,0.07,178,4 VIZE-www.4vize.cz,4 VIZE
2006,8105,Frenštát pod Radhoštěm,0.34,83,Moravané,M
2006,8105,Frenštát pod Radhoštěm,5.52,5,Strana zelených,SZ
2006,8105,Frenštát pod Radhoštěm,11.22,47,Komunistická strana Čech a Moravy,KSČM
2006,8105,Frenštát pod Radhoštěm,0.27,338,Koalice pro Českou republiku,Koal_ČR
2006,8105,Frenštát pod Radhoštěm,0.07,152,Národní strana,NS
2006,8105,Frenštát pod Radhoštěm,6.97,1,Křesťan.a demokrat.unie-Českosl.strana lidová,KDU-ČSL
2006,8105,Frenštát pod Radhoštěm,0.65,172,NEZÁVISLÍ DEMOKRATÉ (předseda V.Železný),NEZ/DEM
2006,8105,Frenštát pod Radhoštěm,0.12,171,STRANA ROVNOST ŠANCÍ,SRŠ
2006,8112,Kopřivnice,0.45,137,Strana zdravého rozumu,SZR
2006,8112,Kopřivnice,0.06,140,Balbínova poetická strana,BPS
2006,8112,Kopřivnice,0.13,79,"Právo a Spravedlnost-ANO rodině,NE korupci a krim.",PaS
2006,8112,Kopřivnice,0.55,88,NEZÁVISLÍ,NEZ
2006,8112,Kopřivnice,0.0,77,Česká pravice,ČP
2006,8112,Kopřivnice,0.1,55,"Koruna Česká (monar.strana Čech, Moravy a Slezska)",KČ
2006,8112,Kopřivnice,32.75,53,Občanská demokratická strana,ODS
2006,8112,Kopřivnice,35.98,7,Česká strana sociálně demokratická,ČSSD
2006,8112,Kopřivnice,3.99,129,SNK Evropští demokraté,SNK ED
2006,8112,Kopřivnice,0.25,102,Unie svobody - Demokratická unie,US-DEU
2006,8112,Kopřivnice,0.15,151,Helax-Ostrava se baví,HOB
2006,8112,Kopřivnice,0.24,98,"Pravý Blok-str.za ODVOLATELNOST politiků,REFERENDA",PB
2006,8112,Kopřivnice,0.03,178,4 VIZE-www.4vize.cz,4 VIZE
2006,8112,Kopřivnice,0.25,83,Moravané,M
2006,8112,Kopřivnice,5.35,5,Strana zelených,SZ
2006,8112,Kopřivnice,10.52,47,Komunistická strana Čech a Moravy,KSČM
2006,8112,Kopřivnice,0.22,338,Koalice pro Českou republiku,Koal_ČR
2006,8112,Kopřivnice,0.14,152,Národní strana,NS
2006,8112,Kopřivnice,7.9,1,Křesťan.a demokrat.unie-Českosl.strana lidová,KDU-ČSL
2006,8112,Kopřivnice,0.74,172,NEZÁVISLÍ DEMOKRATÉ (předseda V.Železný),NEZ/DEM
2006,8112,Kopřivnice,0.1,171,STRANA ROVNOST ŠANCÍ,SRŠ
2006,8116,Odry,0.64,137,Strana zdravého rozumu,SZR
2006,8116,Odry,0.12,140,Balbínova poetická strana,BPS
2006,8116,Odry,0.45,79,"Právo a Spravedlnost-ANO rodině,NE korupci a krim.",PaS
2006,8116,Odry,0.55,88,NEZÁVISLÍ,NEZ
2006,8116,Odry,30.77,53,Občanská demokratická strana,ODS
2006,8116,Odry,36.43,7,Česká strana sociálně demokratická,ČSSD
2006,8116,Odry,1.62,129,SNK Evropští demokraté,SNK ED
2006,8116,Odry,0.21,102,Unie svobody - Demokratická unie,US-DEU
2006,8116,Odry,0.3,151,Helax-Ostrava se baví,HOB
2006,8116,Odry,0.24,98,"Pravý Blok-str.za ODVOLATELNOST politiků,REFERENDA",PB
2006,8116,Odry,0.42,83,Moravané,M
2006,8116,Odry,5.04,5,Strana zelených,SZ
2006,8116,Odry,14.01,47,Komunistická strana Čech a Moravy,KSČM
2006,8116,Odry,0.15,338,Koalice pro Českou republiku,Koal_ČR
2006,8116,Odry,0.24,152,Národní strana,NS
2006,8116,Odry,7.67,1,Křesťan.a demokrat.unie-Českosl.strana lidová,KDU-ČSL
2006,8116,Odry,0.88,172,NEZÁVISLÍ DEMOKRATÉ (předseda V.Železný),NEZ/DEM
2006,8116,Odry,0.18,171,STRANA ROVNOST ŠANCÍ,SRŠ
2006,6201,Blansko,0.33,137,Strana zdravého rozumu,SZR
2006,6201,Blansko,0.05,140,Balbínova poetická strana,BPS
2006,6201,Blansko,0.02,138,Liberální reformní strana,LiRA
2006,6201,Blansko,0.08,79,"Právo a Spravedlnost-ANO rodině,NE korupci a krim.",PaS
2006,6201,Blansko,0.28,88,NEZÁVISLÍ,NEZ
2006,6201,Blansko,0.16,55,"Koruna Česká (monar.strana Čech, Moravy a Slezska)",KČ
2006,6201,Blansko,29.45,53,Občanská demokratická strana,ODS
2006,6201,Blansko,36.54,7,Česká strana sociálně demokratická,ČSSD
2006,6201,Blansko,1.24,129,SNK Evropští demokraté,SNK ED
2006,6201,Blansko,0.14,102,Unie svobody - Demokratická unie,US-DEU
2006,6201,Blansko,0.49,98,"Pravý Blok-str.za ODVOLATELNOST politiků,REFERENDA",PB
2006,6201,Blansko,0.0,178,4 VIZE-www.4vize.cz,4 VIZE
2006,6201,Blansko,0.05,175,Česká strana národně socialistická,ČSNS2005
2006,6201,Blansko,0.45,83,Moravané,M
2006,6201,Blansko,6.39,5,Strana zelených,SZ
2006,6201,Blansko,16.02,47,Komunistická strana Čech a Moravy,KSČM
2006,6201,Blansko,0.03,338,Koalice pro Českou republiku,Koal_ČR
2006,6201,Blansko,0.1,152,Národní strana,NS
2006,6201,Blansko,0.0,169,Folklor i Společnost,FiS
2006,6201,Blansko,7.42,1,Křesťan.a demokrat.unie-Českosl.strana lidová,KDU-ČSL
2006,6201,Blansko,0.4,172,NEZÁVISLÍ DEMOKRATÉ (předseda V.Železný),NEZ/DEM
2006,6201,Blansko,0.24,171,STRANA ROVNOST ŠANCÍ,SRŠ
2006,6202,Boskovice,0.33,137,Strana zdravého rozumu,SZR
2006,6202,Boskovice,0.04,140,Balbínova poetická strana,BPS
2006,6202,Boskovice,0.03,138,Liberální reformní strana,LiRA
2006,6202,Boskovice,0.23,79,"Právo a Spravedlnost-ANO rodině,NE korupci a krim.",PaS
2006,6202,Boskovice,0.18,88,NEZÁVISLÍ,NEZ
2006,6202,Boskovice,0.01,77,Česká pravice,ČP
2006,6202,Boskovice,0.03,55,"Koruna Česká (monar.strana Čech, Moravy a Slezska)",KČ
2006,6202,Boskovice,29.83,53,Občanská demokratická strana,ODS
2006,6202,Boskovice,38.67,7,Česká strana sociálně demokratická,ČSSD
2006,6202,Boskovice,1.19,129,SNK Evropští demokraté,SNK ED
2006,6202,Boskovice,0.19,102,Unie svobody - Demokratická unie,US-DEU
2006,6202,Boskovice,0.43,98,"Pravý Blok-str.za ODVOLATELNOST politiků,REFERENDA",PB
2006,6202,Boskovice,0.01,178,4 VIZE-www.4vize.cz,4 VIZE
2006,6202,Boskovice,0.09,175,Česká strana národně socialistická,ČSNS2005
2006,6202,Boskovice,0.44,83,Moravané,M
2006,6202,Boskovice,6.04,5,Strana zelených,SZ
2006,6202,Boskovice,11.66,47,Komunistická strana Čech a Moravy,KSČM
2006,6202,Boskovice,0.06,338,Koalice pro Českou republiku,Koal_ČR
2006,6202,Boskovice,0.03,152,Národní strana,NS
2006,6202,Boskovice,0.04,169,Folklor i Společnost,FiS
2006,6202,Boskovice,9.8,1,Křesťan.a demokrat.unie-Českosl.strana lidová,KDU-ČSL
2006,6202,Boskovice,0.49,172,NEZÁVISLÍ DEMOKRATÉ (předseda V.Železný),NEZ/DEM
2006,6202,Boskovice,0.04,171,STRANA ROVNOST ŠANCÍ,SRŠ
2006,3111,Strakonice,0.3,137,Strana zdravého rozumu,SZR
2006,3111,Strakonice,0.09,140,Balbínova poetická strana,BPS
2006,3111,Strakonice,0.27,79,"Právo a Spravedlnost-ANO rodině,NE korupci a krim.",PaS
2006,3111,Strakonice,1.03,88,NEZÁVISLÍ,NEZ
2006,3111,Strakonice,0.13,55,"Koruna Česká (monar.strana Čech, Moravy a Slezska)",KČ
2006,3111,Strakonice,36.31,53,Občanská demokratická strana,ODS
2006,3111,Strakonice,34.59,7,Česká strana sociálně demokratická,ČSSD
2006,3111,Strakonice,1.72,129,SNK Evropští demokraté,SNK ED
2006,3111,Strakonice,0.23,102,Unie svobody - Demokratická unie,US-DEU
2006,3111,Strakonice,0.46,98,"Pravý Blok-str.za ODVOLATELNOST politiků,REFERENDA",PB
2006,3111,Strakonice,0.04,178,4 VIZE-www.4vize.cz,4 VIZE
2006,3111,Strakonice,0.04,83,Moravané,M
2006,3111,Strakonice,6.18,5,Strana zelených,SZ
2006,3111,Strakonice,11.62,47,Komunistická strana Čech a Moravy,KSČM
2006,3111,Strakonice,0.06,338,Koalice pro Českou republiku,Koal_ČR
2006,3111,Strakonice,0.22,152,Národní strana,NS
2006,3111,Strakonice,6.05,1,Křesťan.a demokrat.unie-Českosl.strana lidová,KDU-ČSL
